10000001100100,1000100101101,001000001100,00111000011,0011000100,000011001,00100011,1000000,100110,00010,0001,001,00,0,
00010001100100,1000000100001,001000111101,00110000011,0011000110,000010000,00100011,0000010,100010,00111,1001,001,00,0,
01010001100100,1000100101001,001000111100,00110000011,0011000100,000010000,01100011,1000010,100010,00000,1001,001,00,0,
01000001101010,0000100101011,001001001100,00110000011,0011000110,000011000,00000011,0000010,000110,01010,1001,001,00,0,
01000101100100,1000100111001,001000111100,00110000001,0010000100,000010000,11100011,1000110,000110,00000,1001,000,00,0,
11010001100000,1000000100001,011000011101,00110000011,0011000100,000010000,00100011,1000010,100010,00011,1001,001,00,0,
10000001100100,0000000111101,001000001100,00110000011,0010000100,000011000,01100011,1000110,100110,00001,1001,100,00,0,
00000001100110,0000100111111,001000011100,00110000001,0010000100,000010000,10000011,1000110,000110,00110,1001,100,00,0,
10000001100101,1000000011101,001000011100,10111000011,0011000100,000010000,01100011,0000000,100110,00001,1001,000,00,0,
11000001100000,1000000100001,001001001101,00110000011,0011000100,000011000,01100011,1000010,100110,00001,1001,001,00,0,
01010001100100,1000100100001,001000111101,00110000011,0011000100,000010000,01100011,1000010,100010,00000,1001,001,00,0,
00000101100100,1000000111001,001000111100,00110000011,0011000110,000010000,01100011,0000010,000110,00101,1001,000,00,0,
10010000100100,1001100101101,001000000100,00110000011,0011100100,000011001,00100011,1000010,100010,00010,0001,001,00,0,
01001001100000,0000100101001,001001000100,00110000001,0011000100,000111000,11100011,1000010,100110,01000,1001,001,00,0,
01000101100000,0000100111001,001001100100,00111000011,0011000100,000111000,01100011,1000000,000110,01000,1001,000,00,0,
00100011100100,0000100111011,001000001100,00110100011,0010000100,000011000,00000011,1000100,000100,01110,1001,100,00,0,
11000001100001,1001000001001,001001000100,10110000011,0011000110,000011000,00000011,0000000,100111,00001,1001,001,00,1,
00000001100100,0000101110001,001000100100,00110000011,0010000100,000111000,01000011,1000110,100110,11100,1001,000,00,0,
00000011100100,0100110101011,001000000100,00110000001,0011000100,000011100,00000001,1100010,000100,01110,1001,101,00,0,
00000100100100,0000100111001,001000111100,00110000001,0111000110,000010000,11100111,0000010,000010,01100,1001,000,00,0,
