11000010100000,0000011001000,110010100001,11100000001,1011000100,100010110,00000011,1000000,011100,00011,1100,000,00,1,
10000010100000,0000011011000,100010100001,10110000001,0111010100,100010111,00000101,1100000,010000,00011,1100,000,00,1,
11000010100000,0000011001100,100110100001,10110000000,0111000100,100011110,00000111,1000000,000100,00011,1000,100,00,1,
11100010100000,0000011001000,100000100001,10110000101,0010000100,100010110,00000111,1000100,011100,00011,1100,000,00,1,
11000000100010,1100011011000,100000000011,10110000001,0111010100,100010111,00000101,1000000,010000,00010,1100,000,00,1,
11000000100000,1100011001100,101100100001,11110000000,1011000000,101010111,00000000,1000000,000100,00011,1100,100,00,1,
11000000100001,1010011001000,100110000001,11110000000,1011000000,101111111,00000001,0000000,001100,00011,1000,100,00,0,
10000000100000,0000001101000,110010100101,10000000100,0011000100,100010110,00000111,1100000,101100,00011,1100,100,01,1,
11000010100001,0000011001000,100110000101,10010000100,0011010100,100010110,00000111,1000000,011000,00011,1100,000,00,1,
11000000100000,1100011001000,100000100001,10011000001,0101010101,100110111,00000101,1000000,011000,00011,1100,000,00,0,
11000000100001,1100011001100,100000000001,10110000001,0111000000,100011111,01000101,1000000,000100,00011,1000,100,00,1,
11000000100001,1010011001100,110110000001,10100000000,1111000000,101010111,00000001,0000000,000100,00011,1100,100,00,1,
10000010100000,0010011001000,100010100101,10010000100,0011001100,100010110,00000111,0100000,001000,00011,1100,100,01,1,
10100000100000,0100011001000,100000100101,10010110100,0011010000,100010111,00000101,1000000,011000,00011,1100,000,01,1,
10100000100000,0110011001000,100000100001,10110100101,0011011100,100110111,00000101,0000000,001000,00011,1100,000,00,0,
10000000100000,0110011101000,100000100101,10010100100,0011001100,100110111,00000101,0000000,001000,00011,1100,100,01,0,
11100011100001,0000001001000,100000000001,10010011001,0011001000,100010111,00000101,1000000,001000,00011,1101,000,01,1,
10000000100010,0010011011110,100010000010,10110000011,0111000100,100010111,00000101,0000010,000100,00010,1100,000,00,1,
10000000100000,0100011111000,100000100101,10011110100,0001010000,100010111,00000101,1000000,010000,00011,1100,000,01,1,
11100010100010,0010011001000,100000010011,10010010000,0011011000,100010111,00010101,0000000,001000,00010,1101,000,00,1,
