10000001100000,0000001011100,100000100001,10110100101,0011000100,100010111,00000101,1100000,100100,00011,1100,000,00,1,
11000011100001,0000001001000,100010000001,10011000001,0101000101,100110111,00000101,1000000,011100,00011,1100,000,00,0,
11000000100000,1110011011000,100000100001,10110000001,0111000000,100010111,01000101,0000000,010100,00011,1100,000,00,1,
11000000100011,1100011001100,100000000001,10010000001,0111000101,100010111,00000101,1000000,000100,00010,1100,100,00,1,
10110010100000,0001011001100,100000100001,10100100101,0010000100,100011110,00000111,1000100,000100,00011,1000,000,00,1,
11100011100010,0001001001100,100000000011,10110000101,0011000100,100011111,00000101,1000000,000100,00010,1000,000,00,1,
11000011100000,0000001001100,100110100011,10110000100,0010000100,100010111,00000101,1000100,000100,00010,1100,100,00,1,
11010011100010,0000001001100,110100000011,11100000100,0011000100,100010110,00000011,1000000,000100,00010,1100,100,00,1,
11010011101010,0000000001000,110100000011,10100000000,1110000000,110010110,00000011,1001100,001000,00010,1100,100,00,1,
11000000100001,1101011011100,100000000001,10110000001,0111000000,101010111,01000001,1000000,000100,00011,1000,000,00,1,
11100011100011,0001001011100,100100000001,10110000100,0011000100,100010110,00000111,1000000,000100,00010,1000,000,00,1,
11000011100001,0000001011100,101110000001,11111000100,0001000100,100010111,00000000,1000000,000100,00011,1100,000,00,1,
10110011100100,0000001001000,100000100011,00000100101,0011001100,100011111,00000101,1000000,001000,00010,1000,100,01,1,
11010011101011,0000000001000,110000000001,10100000101,0010000100,100010110,00000111,1000100,001100,00010,1100,100,00,1,
11100010100011,0001011001100,100000000001,10010000001,0011000001,100011111,01000101,1000000,000101,00010,1000,000,00,1,
10110010100000,0001011011100,101100100001,10100100100,0011000100,100010111,00000100,1000000,000100,00011,1000,000,00,1,
11010011100010,0001001011100,110000000010,10100000011,1110000100,100010110,00000011,1000100,000100,00010,1000,000,00,1,
11110011100011,0000001001100,100100000101,10000000100,0011000100,100010110,00000111,1000000,000100,00010,1100,100,00,1,
11010011100011,0000001011100,110000000001,10000000001,0010000101,100010111,00000101,1000100,000100,00010,1100,000,01,1,
11000000100000,1100111011101,100000100001,10011000001,0001000001,100110111,00000101,1000000,000001,00011,1100,000,00,0,
